t,x,y,th
1.0791001841425896e-05,-9.717962513060375e-05,-3.880125847801836e-10,0.00045753383953937935
0.2050455000717193,-2.068714531151228e-05,4.0973360787246793e-10,0.0007375506986549784
0.40975895803421736,-2.870476075793177e-05,4.598433692388167e-10,-0.0014537431520917105
0.6111082499846816,-1.7798016165830733e-05,7.374300448707463e-10,0.004370203664225917
0.8148233330575749,-3.1707734777538e-05,3.442648593995481e-11,0.00142130628641891
1.0150147910462692,-2.7185766256460834e-05,2.0968714834102186e-10,0.0030199879058848615
1.2167035000165924,-0.0039624626812170445,-0.00021846835936444403,6.352055728399229
1.4217389160767198,-0.0019216647976513144,0.00027985216424038174,21.091804969853303
1.6232357500120997,-0.0019755168205375954,0.0002540241840406762,30.15389895610693
1.8257677080109715,-0.0017679556635947066,0.000397578063545023,39.1832810183232
2.0295317500131205,-0.001684601189386597,0.00047706310620276464,48.09427927218847
2.2326060000341386,-0.0017195534674318655,0.0004313907772614842,57.053255548317175
2.4336430000839755,-0.0015341911573526976,0.0007727919712313032,65.94762947826544
2.633926499984227,-0.0014828049465252077,0.0009179419780582593,75.06226367544812
2.8353210410568863,-0.0014505925847046713,0.001092263292197316,83.99886997859743
3.0397800829960033,-0.001449274890519452,0.0011431629760147702,93.03523905693105
3.2399415830150247,-3.136276683618684e-05,0.060766840825512675,84.24016985056997
3.4450029160361737,0.011467080730640514,0.13008820731221282,76.92384668174196
3.650047166040167,0.01878352440135824,0.1591555534428149,74.81967912469867
3.851889291079715,0.030282445617060193,0.19761030488898607,71.88439115599088
4.054572083055973,0.04366293467064533,0.23533516664160045,69.05781844042693
4.258765708073042,0.05893624402818701,0.2724081547418972,66.16087230442778
4.463162708096206,0.076180917052586,0.3088620961487808,63.205797801504694
4.664923208067194,0.09497452094759057,0.34399698874335843,60.50967646422068
4.865614083013497,0.11562475993979324,0.37841357879583487,57.562112834980574
5.066186333075166,0.13796820759606093,0.4116965230390742,54.68952218988009
5.268411708064377,0.1618776785803883,0.44374813772933736,51.86697468160913
5.473130625090562,0.18755440823045516,0.4748297690480355,49.012375823023035
5.6744909579865634,0.21457861411686438,0.504436060708428,46.208847028134265
5.875416416092776,0.24294010314709666,0.5325222428093441,43.23227074576046
6.0762105830945075,0.2726628751552097,0.5591109916941044,40.396697634487275
6.280933791073039,0.3039089348852046,0.5844252818382173,37.62927859949713
